"","Roubo e Furto","Colisão Parcial","Colisão Perda Total","Incêndio","Assistência 24H","Compreensivo"
"042749-9",0,0,0,0,0,0
"042757-7",0,0,0,0,0,0
"042765-5",0,0,0,0,0,0
"042781-1",0,0,0,0,0,0
"042790-0",0,0,0,0,0,0
"042803-3",220.31,0,213.37,0,0,433.68
"042811-1",0,365.54,241.79,0,0,607.33
"042820-0",0,0,0,0,0,0
"042838-8",0,0,961.77,0,0,961.77
"042846-6",0,0,0,0,0,0
"042854-4",0,0,0,0,0,0
"042870-0",0,0,1044.03,0,0,1044.03
"042889-9",0,0,0,0,0,0
"042897-7",0,748.08,0,0,0,748.08
"042900-0",0,0,0,0,0,0
"042919-9",0,0,0,0,0,0
"042927-7",0,158.44,275.2,0,0,433.64
"042935-5",0,406.48,0,0,0,406.48
"042943-3",0,0,0,0,0,0
"042994-4",0,0,0,0,0,0
"043001-1",0,0,0,0,0,0
"043001-3",0,0,0,0,0,0
"043002-1",0,0,0,0,0,0
"043010-0",0,0,0,0,0,0
"043044-4",0,0,0,0,0,0
"043052-2",0,0,4317.45,0,0,4317.45
"043087-7",3213.53,839.21,1609.09,0,0,5661.83
"043095-5",0,0,0,0,0,0
"043109-9",0,0,0,0,0,0
"043117-7",0,0,0,0,0,0
"043125-5",0,0,0,0,0,0
"043150-0",0,0,0,0,0,0
"043168-8",0,0,0,0,0,0
"043176-6",0,384.63,0,0,0,384.63
"043184-4",78.79,253.97,359.55,0,0,692.31
"043192-2",55.65,67.26,216.91,0,0,339.82
"043206-6",132.9,111.42,255.33,0,0,499.65
"043214-4",315.16,398.12,611.96,0,0,1325.24
"043222-2",0,193.19,0,0,0,193.19
"043230-0",0,192.63,0,0,0,192.63
"043249-9",0,248.73,0,0,0,248.73
"043257-7",2234.81,0,0,0,0,2234.81
"043265-5",0,0,0,0,0,0
"043273-3",0,0,0,0,0,0
"043281-1",0,196.66,444.22,92.42,0,733.3
"043290-0",0,187.73,307.78,0,0,495.51
"043303-3",0,0,863.04,0,0,863.04
"043311-1",0,0,0,0,0,0
"043320-0",171.1,226.02,0,0,0,397.12
"043338-8",0,324.29,341.11,0,0,665.4
"043346-6",0,0,0,0,0,0
"043354-4",0,390.91,0,0,0,390.91
"043362-2",0,177.8,259.56,0,0,437.36
"043370-0",0,0,1922.37,0,0,1922.37
"043389-9",391.19,217.01,320.31,0,0,928.51
"043397-7",94.25,555.45,271.51,0,0,921.21
"043400-0",0,254.89,600.93,0,0,855.82
"043419-9",0,31.6,0,0,0,31.6
"043427-7",250.81,243.76,446.18,0,0,940.75
"043435-5",0,4.61,0,0,0,4.61
"043443-3",0,0,0,0,0,0
"043451-1",0,198.01,1388.87,0,0,1586.88
"043460-0",0,0,0,0,0,0
"043478-8",0,44.93,852.52,0,0,897.45
"043486-6",0,122.99,0,0,0,122.99
"043494-4",0,0,2951.47,0,0,2951.47
"043508-8",0,0,0,0,0,0
"043516-6",0,0,0,0,0,0
"043524-4",0,0,0,0,0,0
"043532-2",0,0,941.97,0,0,941.97
"043540-0",0,0,0,0,0,0
"043559-9",0,0,1340.21,0,0,1340.21
"043567-7",0,0,0,0,0,0
"043575-5",0,326.45,0,0,0,326.45
"043583-3",0,303.04,0,0,0,303.04
"043591-1",0,190.31,0,0,0,190.31
"043605-5",110.69,642.57,585.58,0,0,1338.84
"043613-3",0,0,0,0,0,0
"043621-1",362.33,232.06,391.68,131,0,1117.07
"043630-0",312.84,356.47,342.9,0,0,1012.21
"043648-8",0,0,0,0,0,0
"043656-6",0,173.46,562.44,0,0,735.9
"043664-4",0,0,0,0,0,0
"043672-2",0,0,0,0,0,0
"043680-0",0,0,0,0,0,0
"043699-9",0,0,0,0,0,0
"043702-2",317.88,517.39,698.09,0,0,1533.36
"043761-1",0,0,0,0,0,0
"043770-0",0,0,0,0,0,0
"043788-8",0,386.73,0,0,0,386.73
"043796-6",0,168.94,760.76,0,0,929.7
"043800-0",268.3,440.37,243.76,0,0,952.43
"043818-8",0,181.7,595.49,0,0,777.19
"043826-6",0,1125.89,0,0,0,1125.89
"043834-4",0,68.6,0,0,0,68.6
"043842-2",0,116.41,555.16,0,0,671.57
"043850-0",0,293.51,0,0,0,293.51
"043869-9",0,0,0,0,0,0
"043877-7",0,0,0,0,0,0
"043885-5",0,0,0,0,0,0
"043893-3",0,0,0,0,0,0
"043907-7",0,143.6,0,0,0,143.6
"043915-5",0,0,0,0,0,0
"043923-3",0,2743.54,0,0,0,2743.54
"043931-1",0,0,0,0,0,0
"043940-0",0,354.09,0,0,0,354.09
"043958-8",0,375.37,0,0,0,375.37
"043966-6",0,0,0,0,0,0
"043974-4",0,270.95,0,0,0,270.95
"043982-2",0,237.52,0,0,0,237.52
"043990-0",0,262.28,0,0,0,262.28
"044001-9",0,0,0,0,90.56,90.56
"044002-7",0,0,0,0,0,0
"044003-5",0,0,0,0,165.37,165.37
"044008-8",0,0,0,0,0,0
"044016-6",0,203.96,0,0,0,203.96
"044024-4",0,0,0,0,0,0
"044032-2",0,0,0,0,0,0
"044040-0",0,0,0,0,0,0
"044067-7",0,0,0,0,0,0
"044075-5",0,0,0,0,0,0
"044083-3",0,0,0,0,0,0
"044091-1",0,0,0,0,0,0
"044105-5",0,0,0,0,0,0
"044113-3",0,0,0,0,0,0
"044121-1",0,0,0,0,0,0
"044130-0",0,0,0,0,0,0
"044148-8",0,24.56,0,0,0,24.56
"044156-6",724.26,560.04,0,0,41.71,1326.01
"044164-4",0,155.27,0,0,0,155.27
"044172-2",0,87.44,580.4,0,0,667.84
"044180-0",0,753.99,0,0,0,753.99
"044199-9",0,24.85,0,0,0,24.85
"044202-2",0,249.3,578.97,0,0,828.27
"044210-0",0,133.3,0,0,0,133.3
"044229-9",1734.56,0,1609.9,0,0,3344.46
"044237-7",411.3,401.77,598.5,0,0,1411.57
"044245-5",146.34,475.02,435.69,0,0,1057.05
"044253-3",87.92,442.37,294.5,0,0,824.79
"044261-1",0,564.11,418.66,0,0,982.77
"044270-0",0,0,0,0,0,0
"044288-8",0,0,0,0,0,0
"044296-6",0,0,0,0,0,0
"044300-0",0,0,0,0,0,0
"044318-8",0,292.53,1218.38,0,0,1510.91
"044326-6",0,360.65,193.34,0,0,553.99
"044334-4",126.13,513.67,152.75,0,0,792.55
"044342-2",195.03,309.89,0,0,6.11,511.03
"044350-0",0,0,0,0,0,0
"044369-9",0,483.65,32.9,0,0,516.55
"044377-7",0,391.27,0,0,0,391.27
"044385-5",721.99,52.19,795.66,0,0,1569.84
"044393-3",0,140.86,266.58,0,0,407.44
"044407-7",0,0,0,0,0,0
"044415-5",0,148.81,0,0,0,148.81
"044423-3",0,0,0,0,0,0
"044431-1",0,0,0,0,0,0
"044440-0",0,170.72,603.78,0,0,774.5
"044458-8",0,0,0,0,0,0
"044466-6",0,0,0,0,0,0
"044474-4",0,0,0,0,0,0
"044482-2",0,0,0,0,0,0
"044490-0",0,286.73,0,0,0,286.73
"044504-4",0,33.89,0,0,0,33.89
"044512-2",0,0,0,0,0,0
"044520-0",0,0,1365.41,0,0,1365.41
"044547-7",0,0,0,0,0,0
"044555-5",0,2990.05,0,0,0,2990.05
"044563-3",0,0,0,0,0,0
"044571-1",0,0,0,0,0,0
"044580-0",0,114.79,0,0,0,114.79
"044598-8",0,0,0,0,0,0
"044601-1",0,169.87,0,0,0,169.87
"044610-0",0,176.63,0,0,0,176.63
"044628-8",0,0,0,0,0,0
"044636-6",0,0,0,0,0,0
"044644-4",0,716.51,0,0,244.54,961.05
"044652-2",0,0,0,0,0,0
"044660-0",0,994.16,0,0,0,994.16
"044679-9",0,1033,5775.16,0,0,6808.16
"044687-7",0,76.49,0,0,0,76.49
"044695-5",0,1241.47,0,0,0,1241.47
"044709-9",0,419.28,0,0,0,419.28
"044717-7",0,664.9,0,0,0,664.9
"044725-5",0,349.16,0,0,0,349.16
"044733-3",399.23,276.63,380.27,0,0,1056.13
"044741-1",0,4300.97,0,0,0,4300.97
"044768-8",0,1000.98,0,0,0,1000.98
"044776-6",0,352.83,4843.01,0,0,5195.84
"044784-4",0,495.73,0,0,0,495.73
"044792-2",0,839.45,2190.7,0,0,3030.15
"044806-6",0,0,0,0,0,0
"044814-4",0,0,0,0,0,0
"044822-2",0,0,0,0,0,0
"044830-0",0,0,0,0,0,0
"044849-9",0,1984.24,1480.15,0,0,3464.39
"044857-7",0,0,0,0,0,0
"044865-5",0,516.13,1200.15,0,0,1716.28
"044873-3",0,1082.14,0,0,0,1082.14
"044881-1",0,1185.94,0,0,0,1185.94
"044890-0",0,0,0,0,0,0
"044903-3",0,0,0,0,0,0
"044911-1",0,0,0,0,0,0
"045001-4",0,0,0,0,35.78,35.78
"045003-0",0,0,0,0,61.56,61.56
"046003-6",0,0,0,0,0,0
"049001-6",0,0,0,0,91.62,91.62
"050001-1",0,0,0,0,0,0
"050016-6",0,0,0,0,0,0
"050024-4",0,0,0,0,0,0
"050059-9",0,0,0,0,0,0
"050075-5",0,0,0,0,0,0
"050083-3",0,0,0,0,0,0
"050091-1",0,0,0,0,0,0
"050105-5",0,0,0,0,0,0
"050113-3",0,0,0,0,0,0
"050121-1",0,0,0,0,0,0
"050130-0",0,0,0,0,0,0
"050148-8",0,0,0,0,0,0
"050156-6",0,0,0,0,0,0
"050172-2",0,0,0,0,0,0
"050180-0",0,0,0,0,0,0
"050202-2",0,0,0,0,0,0
"050210-0",0,0,0,0,0,0
"050237-7",0,0,0,0,0,0
"050245-5",0,0,0,0,0,0
"050288-8",0,0,0,0,0,0
"050296-6",0,0,0,0,0,0
"050326-6",0,0,0,0,0,0
"050342-2",0,0,0,0,0,0
"050350-0",0,0,0,0,0,0
"050482-2",0,0,0,0,0,0
"050490-0",0,0,0,0,0,0
"050512-2",0,0,0,0,0,0
"050539-9",0,0,0,0,0,0
"050636-6",0,0,0,0,0,0
"050652-2",0,0,0,0,0,0
"050725-5",0,0,0,0,0,0
"050741-1",0,0,0,0,0,0
"050784-4",0,0,0,0,0,0
"050792-2",0,0,0,0,0,0
"050814-4",0,0,0,0,0,0
"050857-7",0,0,902.82,0,0,902.82
"050920-0",0,0,0,0,0,0
"050938-8",0,0,0,0,0,0
"050946-6",234.81,467.68,375.09,0,15.9,1093.48
"050970-0",0,0,0,0,0,0
"051001-7",0,0,0,0,0,0
"051055-5",0,0,0,0,0,0
"051063-3",0,0,0,0,0,0
"051080-0",0,0,0,0,0,0
"051098-8",0,0,0,0,0,0
"051101-1",0,0,0,0,0,0
"051110-0",0,0,0,0,0,0
"05123502",0,0,0,0,0,0
"051241-1",0,0,0,0,0,0
"051250-0",0,0,4286.7,0,0,4286.7
"051268-8",0,0,0,0,0,0
"051276-6",0,0,0,0,0,0
"051292-2",0,0,0,0,0,0
"051306-6",0,0,0,0,0,0
"051365-5",0,0,0,0,0,0
"051373-3",0,0,0,0,0,0
"051403-3",0,0,0,0,0,0
"051411-1",0,0,0,0,0,0
"051420-0",0,0,0,0,0,0
"051470-0",0,0,1100.21,0,0,1100.21
"051489-9",0,0,0,0,0,0
"051497-7",0,0,0,0,0,0
"051500-0",0,0,0,0,0,0
"051519-9",0,0,0,0,0,0
"051535-5",0,0,0,0,0,0
"051543-3",0,0,0,0,0,0
"051594-4",0,0,0,0,0,0
"051608-8",0,0,0,0,0,0
"051616-6",0,0,0,0,0,0
"051624-4",0,0,0,0,0,0
"051640-0",0,0,0,0,0,0
"051659-9",0,0,0,0,0,0
"051667-7",0,0,0,0,0,0
"051675-5",0,0,0,0,0,0
"051721-1",0,0,0,0,0,0
"051730-0",0,0,0,0,0,0
"051748-8",0,0,0,0,0,0
"051799-9",0,0,0,0,0,0
"051802-2",0,0,0,0,0,0
"051810-0",0,0,0,0,0,0
"051829-9",0,0,0,0,0,0
"051853-3",0,0,0,0,0,0
"051861-1",0,89.82,0,0,0,89.82
"051888-8",0,0,0,0,0,0
"051896-6",0,0,0,0,0,0
"051900-0",237.27,228.4,341.03,0,0,806.7
"051918-8",0,0,0,0,0,0
"051926-6",157.01,285.47,158.68,0,0,601.16
"051934-4",325.37,352.29,529.41,0,0,1207.07
"051942-2",0,253.44,0,0,0,253.44
"051950-0",0,0,0,0,0,0
"051969-9",0,0,0,0,0,0
"051985-5",277.6,0,554.62,0,0,832.22
"051993-3",0,0,0,0,0,0
"052000-0",0,0,0,0,0,0
"052001-2",0,0,0,0,0,0
"052027-7",0,0,0,0,0,0
"052035-5",0,0,0,0,0,0
"052043-3",0,0,0,0,0,0
"052051-1",0,225.26,264.96,0,0,490.22
"052060-0",0,0,0,0,0,0
"052078-8",0,109.21,335.01,0,0,444.22
"052086-6",0,0,0,0,0,0
"052108-8",224.52,403.57,0,0,0,628.09
"052116-6",0,151.96,0,0,0,151.96
"052124-4",0,0,0,0,0,0
"052132-2",113.11,195.26,192.67,0,0,501.04
"052140-0",96.86,218.8,301.2,0,0,616.86
"052159-9",0,0,0,0,0,0
"052167-7",1850.89,938.29,0,0,0,2789.18
"052175-5",0,0,0,0,0,0
"052191-1",0,0,0,0,0,0
"052205-5",0,0,0,0,0,0
"052213-3",0,0,0,0,0,0
"052221-1",0,0,0,0,0,0
"052230-0",5044.51,0,0,0,0,5044.51
"052248-8",0,0,0,0,0,0
"052256-6",691.64,287.55,0,0,0,979.19
"052264-4",0,0,0,0,0,0
"052272-2",0,140.54,390.97,45.54,0,577.05
"052280-0",99.62,223.36,422.65,0,0,745.63
"052299-9",0,0,0,0,0,0
"052302-2",0,0,0,0,0,0
"052310-0",0,0,181.4,0,0,181.4
"052329-9",0,0,0,0,0,0
"052337-7",0,0,0,0,0,0
"052361-1",0,0,0,0,0,0
"052388-8",899.35,224.14,1813.17,386.44,0,3323.1
"052396-6",0,17.23,660.12,0,0,677.35
"052400-0",0,24.9,0,0,0,24.9
"052418-8",0,115.26,0,548.96,0,664.22
"052426-6",0,0,0,0,0,0
"052434-4",0,0,0,0,0,0
"052442-2",0,0,0,0,0,0
"052469-9",0,0,0,0,0,0
"052477-7",0,0,0,0,0,0
"052485-5",0,342.15,0,0,0,342.15
"052493-3",0,343.3,254.08,0,0,597.38
"052507-7",0,166.25,0,0,0,166.25
"052515-5",83.41,159.96,208.85,0,0,452.22
"052523-3",0,197.55,0,0,0,197.55
"052540-0",0,0,0,0,0,0
"052558-8",0,61.35,1648.75,0,0,1710.1
"052566-6",17952.16,0,0,0,0,17952.16
"052574-4",0,0,0,0,0,0
"052590-0",118.59,207.97,552.52,0,0,879.08
"052620-0",0,0,0,0,0,0
"052639-9",845.06,0,0,0,0,845.06
"052647-7",0,0,0,0,0,0
"052655-5",0,0,0,0,0,0
"052663-3",0,0,0,0,0,0
"052671-1",0,0,1458.55,0,0,1458.55
"052680-0",0,113.59,0,0,0,113.59
"052698-8",0,0,0,0,0,0
"052701-1",0,102.02,332.16,0,0,434.18
"052710-0",0,0,0,0,0,0
"052728-8",0,0,0,0,0,0
"052736-6",0,0,0,0,0,0
"052744-4",0,0,0,0,0,0
"052752-2",357.19,683.47,636.91,23.04,0,1700.61
"052760-0",336.85,653.17,357.04,0.21,0,1347.27
"052779-9",116.63,415.1,301.46,0,0,833.19
"052787-7",0,0,0,0,0,0
"052795-5",318.42,24.36,0,0,0,342.78
"052809-9",360.17,407.98,227.09,0,0,995.24
"052817-7",135.07,318.07,259.16,0,0,712.3
"052825-5",420.11,376.24,423.71,0,0,1220.06
"052833-3",15.21,178.69,318.49,0,0,512.39
"052841-1",0,0,0,0,0,0
"052850-0",0,0,0,0,0,0
"052868-8",0,43.34,0,0,0,43.34
"052884-4",0,965.42,0,0,0,965.42
"052892-2",0,141.83,0,0,0,141.83
"052906-6",0,799.13,0,0,0,799.13
"052914-4",0,113.37,743.23,0,0,856.6
"052922-2",0,0,0,0,0,0
"052930-0",0,199.86,0,0,0,199.86
"052949-9",0,347.1,0,0,0,347.1
"052957-7",0,273.68,0,0,0,273.68
"052965-5",0,0,1310.78,0,0,1310.78
"052973-3",0,209.61,0,0,0,209.61
"052981-1",108.94,571.23,506.43,0,0,1186.6
"052990-0",0,179.59,0,0,0,179.59
"053007-7",0,99.52,685.99,0,0,785.51
"053023-3",0,0,0,0,0,0
"053031-1",0,155.09,563.94,0,0,719.03
"053040-0",0,255.29,0,0,0,255.29
"053058-8",0,158.13,0,0,0,158.13
"053066-6",508.76,287.81,192.89,0,0,989.46
"053074-4",0,17.32,399.43,0,0,416.75
"053082-2",226.03,217.95,285.54,0,0,729.52
"053090-0",0,151.96,0,0,0,151.96
"053104-4",372.97,198.9,402.14,0,0,974.01
"053112-2",0,0,0,0,0,0
"053120-0",0,0,0,0,0,0
"053139-9",0,210.57,105.07,0,0,315.64
"053147-7",0,0,0,0,0,0
"053155-5",248.17,700.4,389.18,0,0,1337.75
"053163-3",0,89.9,0,0,0,89.9
"053171-1",0,71.61,397.91,0,0,469.52
"053180-0",0,0,567.22,0,0,567.22
"053198-8",0,0,1443.2,0,0,1443.2
"053201-1",0,1920.88,0,0,0,1920.88
"053210-0",1200.82,152.76,0,0,0,1353.58
"053228-8",0,0,0,0,0,0
"053236-6",0,956.82,4723.24,0,0,5680.06
"053244-4",0,101.68,0,0,0,101.68
"053252-2",0,0,0,0,0,0
"053260-0",0,249.25,696.37,0,0,945.62
"053279-9",0,242.95,0,0,0,242.95
"053287-7",542.34,251.19,800.72,0,0,1594.25
"053295-5",0,0,0,0,0,0
"053309-9",0,1848.5,0,0,0,1848.5
"053317-7",339.84,85.31,0,0,0,425.15
"053325-5",0,296.91,468.19,0,0,765.1
"053333-3",0,0,0,0,0,0
"053341-1",0,226.46,0,0,0,226.46
"053350-0",1875.4,0,0,0,0,1875.4
"053376-6",0,0,0,0,0,0
"053384-4",0,0,0,0,0,0
"053392-2",0,53.96,0,0,0,53.96
"053406-6",0,477.26,0,0,0,477.26
"053414-4",0,308.22,0,0,0,308.22
"053422-2",0,73.93,0,0,0,73.93
"053430-0",0,0,0,0,0,0
"053449-9",0,305.31,0,0,0,305.31
"053457-7",0,159.94,0,0,0,159.94
"053465-5",0,131.9,0,0,0,131.9
"053473-3",0,0,0,0,0,0
"053481-1",0,1088.15,0,0,0,1088.15
"053490-0",0,1859.58,0,0,0,1859.58
"053503-3",0,0,0,0,0,0
"053511-1",439.65,281.23,0,0,0,720.88
"053520-0",0,0,0,0,0,0
"053538-8",0,58.72,0,0,0,58.72
"053546-6",0,0,0,0,0,0
"053554-4",0,457.3,1132.97,0,0,1590.27
"053570-0",0,0,0,0,0,0
"053589-9",0,0,0,0,0,0
"053597-7",0,0,0,0,0,0
"053600-0",0,0,0,0,0,0
"053619-9",0,141.11,0,0,0,141.11
"053627-7",0,0,0,0,0,0
"053635-5",0,13.58,0,0,0,13.58
"053643-3",0,0,0,0,0,0
"053651-1",0,319,294.18,0,0,613.18
"053660-0",0,211.63,628.11,0,0,839.74
"053678-8",0,0,0,0,0,0
"053686-6",0,0,0,0,0,0
"053694-4",0,0,9259.58,0,0,9259.58
"053708-8",0,914.74,0,0,0,914.74
"053716-6",0,0,0,0,0,0
"053724-4",0,0,0,0,0,0
"053732-2",0,0,0,0,0,0
"053740-0",0,0,0,0,0,0
"053759-9",0,0,0,0,0,0
"053767-7",0,98.02,0,0,0,98.02
"053775-5",653.77,471.92,650.31,0,0,1776
"053783-3",381.06,0,0,0,0,381.06
"053791-1",0,276.17,649.23,0,0,925.4
"053805-5",229.57,232.92,479.47,0,0,941.96
"053821-1",0,0,0,0,0,0
"053830-0",0,0,0,0,0,0
"053848-8",37.48,376.09,505.48,0,0,919.05
"053856-6",426.68,141.8,574.27,0,0,1142.75
"053864-4",383.22,490.61,239.98,0,0,1113.81
"053872-2",0,224.01,0,0,0,224.01
"053880-0",792.05,342.72,353.38,0,0,1488.15
"053899-9",0,0,0,0,0,0
"053902-2",0,344.92,0,0,0,344.92
"053910-0",0,0,0,0,0,0
"053929-9",536.94,250.52,0,0,0,787.46
"053945-5",0,443.8,0,0,0,443.8
"053953-3",0,1497.64,1631.92,0,0,3129.56
"053961-1",0,0,16681.02,0,0,16681.02
"053970-0",746.73,593.01,377.49,0,0,1717.23
"053988-8",0,0,0,0,0,0
"053996-6",0,141.11,0,0,0,141.11
"054003-3",0,0,0,0,0,0
"054011-1",864.3,85.14,0,0,0,949.44
"054020-0",0,0,0,0,0,0
"054038-8",644.07,35,581.91,0,0,1260.98
"054046-6",0,263.54,0,0,0,263.54
"054054-4",250.96,279.93,586.02,0,0,1116.91
"054062-2",214.36,177.2,0,0,0,391.56
"054070-0",1045.82,0,0,0,0,1045.82
"054089-9",278.66,307.35,729.24,0,0,1315.25
"054097-7",258.16,556.29,0,0,0,814.45
"054100-0",868.82,331.7,0,0,0,1200.52
"054127-7",0,0,0,0,0,0
"054143-3",610.25,337.68,199.12,0,0,1147.05
"054151-1",0,0,0,0,0,0
"054160-0",0,0,0,0,0,0
"054178-8",0,0,0,0,0,0
"054186-6",0,104.38,0,0,0,104.38
"054194-4",0,194.24,0,0,0,194.24
"054208-8",0,0,0,0,0,0
"054216-6",0,264.29,0,0,0,264.29
"054224-4",0,210.04,0,0,0,210.04
"054232-2",0,0,0,0,0,0
"054240-0",0,0,0,0,0,0
"054259-9",0,721.5,0,0,0,721.5
"054267-7",0,0,0,0,0,0
"054275-5",0,0,0,0,0,0
"054283-3",0,0,0,0,0,0
"054291-1",0,0,0,0,0,0
"054305-5",0,0,0,0,0,0
"054313-3",0,0,0,0,0,0
"054321-1",0,0,0,0,0,0
"054330-0",0,0,1797.28,0,0,1797.28
"054348-8",0,54.72,948.55,0,0,1003.27
"054356-6",0,665.92,361.13,0,0,1027.05
"054364-4",0,210.13,0,0,0,210.13
"054372-2",0,0,0,0,0,0
"054380-0",0,0,0,0,0,0
"054399-9",0,110.94,0,0,0,110.94
"054410-0",0,617.78,0,0,0,617.78
"054429-9",0,292.72,0,0,0,292.72
"054437-7",0,0,0,0,0,0
"054445-5",0,0,0,0,0,0
"054470-0",0,0,0,0,0,0
"054488-8",0,0,17059.68,0,0,17059.68
"054496-6",3742.9,434.54,0,0,0,4177.44
"054500-0",0,0,0,0,0,0
"054518-8",0,0,0,0,0,0
"054526-6",0,0,0,0,0,0
"054534-4",0,0,0,0,0,0
"054542-2",0,981.56,0,0,0,981.56
"054550-0",0,547.47,347.56,0,0,895.03
"054569-9",0,140.27,0,0,0,140.27
"054577-7",0,220.88,0,0,0,220.88
"054585-5",0,0,0,0,0,0
"054593-3",0,466.31,284.72,0,0,751.03
"054607-7",0,0,0,0,0,0
"054615-5",0,0,0,0,0,0
"054623-3",0,580.45,0,0,0,580.45
"054631-1",0,0,0,0,0,0
"054640-0",0,0,0,0,0,0
"054658-8",0,3448.55,0,0,0,3448.55
"054666-6",0,0,0,0,0,0
"054674-4",0,0,0,0,0,0
"054682-2",0,871.61,0,0,0,871.61
"054690-0",53.83,850.78,0,0,0,904.61
"054704-4",0,0,0,0,0,0
"054712-2",0,0,0,0,0,0
"054720-0",0,292.43,0,0,0,292.43
"054739-9",0,0,0,0,0,0
"054747-7",0,1063.13,0,0,0,1063.13
"054755-5",0,387.76,0,0,0,387.76
"054763-3",0,728.46,0,0,0,728.46
"054771-1",0,247.37,0,0,0,247.37
"054780-0",70.24,272.69,0,0,0,342.93
"054798-8",0,533.83,0,0,0,533.83
"054801-1",0,544.15,815.36,0,0,1359.51
"054810-0",440.99,115.41,0,0,0,556.4
"054828-8",0,0,0,0,0,0
"054836-6",0,778.97,11712.28,0,0,12491.25
"054844-4",0,107.2,0,0,0,107.2
"054852-2",0,64.56,0,0,0,64.56
"054860-0",0,193.97,0,0,0,193.97
"054879-9",0,0,0,0,0,0
"054887-7",0,0,0,0,0,0
"054895-5",0,165.51,0,0,0,165.51
"054909-9",0,84.58,0,0,0,84.58
"054917-7",0,1061.85,0,0,0,1061.85
"054925-5",0,0,0,0,0,0
"054933-3",0,311.32,0,0,0,311.32
"054941-1",0,0,0,0,0,0
"054950-0",0,0,0,0,0,0
"054992-2",2071.89,131.73,0,0,0,2203.62
"055000-0",0,0,0,0,0,0
"055003-5",0,0,0,0,0,0
"055004-3",0,0,0,0,4382.18,4382.18
"055005-1",0,0,0,0,165.37,165.37
"055009-4",0,0,0,0,0,0
"055010-8",0,0,0,0,0,0
"055011-6",0,0,0,0,0,0
"055015-9",0,0,0,0,0,0
"055016-7",0,0,0,0,0,0
"055017-5",0,0,0,0,0,0
"055018-8",0,121.53,0,0,0,121.53
"055019-1",0,0,8517.71,0,0,8517.71
"055020-5",0,0,0,0,387.33,387.33
"055021-3",888.7,97.31,1025.62,0,80.58,2092.21
"055022-1",560.12,231.34,405.73,0,440.77,1637.96
"055024-8",1669.46,488.72,1684.38,0,382.89,4225.45
"055025-6",1123.56,189.61,754.38,0,52.57,2120.12
"055026-4",729.55,855.93,1701.78,0,396.76,3684.02
"055026-6",0,0,2087.94,0,0,2087.94
"055027-2",668.56,123.06,1240.09,0,219.51,2251.22
"055028-0",1942.58,678.47,3123.91,0,63.93,5808.89
"055029-9",1154.56,524.82,2072.63,0,621.1,4373.11
"055030-2",1357.34,506.15,450.09,0,144.37,2457.95
"055031-0",0,0,0,0,289.9,289.9
"055032-9",0,0,0,0,0,0
"055033-7",0,0,0,0,0,0
"055034-4",0,0,0,0,0,0
"055034-5",0,0,0,0,0,0
"055035-3",14448.35,1188.4,0,0,281.62,15918.37
"055036-1",0,0,0,0,0,0
"055037-0",0,0,0,0,0,0
"055038-8",0,520.84,0,0,0,520.84
"055039-6",0,0,0,0,8.7,8.7
"055042-2",0,0,0,0,0,0
"055050-0",0,0,0,0,0,0
"055069-9",0,0,0,0,0,0
"056002-2",0,0,0,0,40.27,40.27
"056003-0",0,0,0,0,4.8,4.8
"056004-9",0,0,0,0,57.22,57.22
"056005-7",0,88,120.17,249.27,63.58,521.02
"056006-5",1346.96,37.22,0,0,67.6,1451.78
"056007-3",467.86,137.99,613.33,49.64,153.87,1422.69
"056008-1",0,0,0,0,0,0
"056009-0",0,0,0,0,0,0
"056010-3",0,0,0,0,137.66,137.66
"056011-1",1360.33,161.77,932.85,145.45,99.99,2700.39
"056012-0",263.82,499.18,1509.33,62.6,333.51,2668.44
"056013-8",0,141.25,721.61,0,31.3,894.16
"056014-6",0,0,0,0,0,0
"057001-0",0,0,0,0,268.72,268.72
"057002-8",0,0,0,0,69.69,69.69
"057003-6",0,0,0,0,0,0
"057020-6",0,0,0,0,97.92,97.92
"057025-7",0,0,0,0,91.94,91.94
"057026-5",0,0,0,0,34.07,34.07
"057027-3",0,505.99,0,0,120.23,626.22
"057028-1",789.81,1711.22,3160.95,0,61.23,5723.21
"057029-0",0,26142.3,0,0,0,26142.3
"057030-3",0,247.9,0,0,38.31,286.21
"057031-1",0,0,50390.12,0,22.89,50413.01
"057032-0",0,1273.13,0,0,260.37,1533.5
"057033-8",0,1246.75,0,0,79.94,1326.69
"057034-6",0,992.03,1728.84,0,132.36,2853.23
"057035-4",0,0,0,0,35.44,35.44
"057036-2",0,0,0,0,618.21,618.21
"057037-0",0,1083.08,0,0,249.23,1332.31
"057038-9",0,414.51,0,0,135.09,549.6
"057039-7",0,1283.58,1086.05,0,925.05,3294.68
"057040-0",0,1564.3,0,0,355.66,1919.96
"057041-9",0,659.9,0,0,247.44,907.34
"057042-7",0,15.44,0,0,1.12,16.56
"057043-5",0,0,0,0,0,0
"057044-3",0,972.52,3442.53,0,494.27,4909.32
"057045-1",0,2161.43,0,0,256.37,2417.8
"057046-0",0,890.94,0,0,46.37,937.31
"057047-8",0,0,0,0,371.06,371.06
"057048-6",0,0,0,0,0,0
"057049-4",0,0,0,0,374.78,374.78
"057050-8",0,0,0,0,0,0
"058002-3",0,0,0,0,0,0
"059001-0",0,0,0,0,89.46,89.46
